seg_route_from,seg_route_to,seg_cabin,seg_dep_time,pax_fcny,pax_tax,emd_lable2,gender,age,residence_country,nation_name,cabin_hf_cnt_y3,cabin_f_cnt_y3,cabin_hy_cnt_y3,cabin_y_cnt_y3,cabin_c_cnt_y3,seat_window_cnt_y3,seat_walkway_cnt_y3,seat_middle_cnt_y3,seat_safe_cnt_y3,prebuy_d_cnt_y3_d99,prebuy_i_cnt_y3_d99,flt_cnt_y3,dist_cnt_y3,flt_nature_cnt_y3,cabin_upgrd_cnt_y3,select_seat_cnt_y3,dist_d_cnt_y3,dist_i_cnt_y3,dist_all_cnt_y3,cabin_hd_cnt_y3,cabin_hi_cnt_y3,flt_leg_cnt_y3,flt_leg_i_cnt_y3,flt_leg_d_cnt_y3,cabin_f_cnt_y3.1,cabin_c_cnt_y3.1,cabin_y_cnt_y3.1,cabin_upgrd_cnt_y3.1,cabin_fall_cnt_y3,flt_bag_cnt_y3,tkt_3y_amt,tkt_avg_amt_y3,tkt_d_amt_y3,tkt_i_amt_y3,tkt_all_amt_y3,tkt_avg_amt_y3.1,mdl_mcv,mdl_lost_idx,mdl_influence,mdl_loyal
PVG,LAX,Y,2019/7/4 13:00,820.0,286.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2019/3/5 13:20,370.0,291.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2018/5/31 19:10,547.0,455.51,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,2143.045,0.0,4286.09,4286.09,2143.045,20,0,0.0,0
PVG,JFK,Y,2017/11/25 20:15,280.0,268.56,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,4,4,29900,4,0,0,0,29900,29900,0,0,4,4,0,0,0,4,0,0,0,1845.45,461.3625,0.0,1845.45,1845.45,461.3625,20,0,0.0,0
PVG,JFK,Y,2018/12/18 11:30,550.0,590.3,0,0,0,0,0,0,0,0,6,0,1,3,2,0,0,4,6,37063,6,0,0,2560,34503,37063,0,0,6,4,2,0,0,6,0,0,4,3584.57,597.4283333,970.0,2614.57,3584.57,597.4283333,50,0,26.5974478,0
PVG,LAX,Y,2017/12/30 13:20,190.0,454.16,1,M,21-30,中国,中国,0,0,0,2,0,0,2,0,0,0,2,2,21675,2,0,0,0,21675,21675,0,0,2,2,0,0,0,2,0,0,2,1263.36,631.68,0.0,1263.36,1263.36,631.68,20,0,0.0,0
PVG,LAX,Y,2019/3/23 13:20,108.0,313.23,0,0,0,0,0,0,0,2,2,0,2,1,1,0,2,2,4,23965,4,0,0,2290,21675,23965,0,0,4,2,2,0,0,2,0,0,4,752.44,188.11,58.38,694.06,752.44,188.11,20,0,0.0,0
PVG,LAX,Y,2017/5/19 21:00,424.0,225.56,1,M,0,中国,0,0,0,0,0,0,0,2,0,0,0,0,0,12188,2,0,0,0,10808,12188,0,0,2,1,0,0,0,0,0,0,2,3943.73,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2019/7/12 11:30,720.0,281.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2017/7/24 11:30,809.0,453.66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12934,1,0,0,0,12934,12934,0,0,1,1,0,0,0,0,0,0,1,3161.32,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2017/11/1 21:20,250.0,299.06,0,F,0,中国,0,0,0,3,0,0,0,3,2,0,0,0,0,36750,6,0,0,0,32820,36750,0,0,6,3,0,0,0,0,0,0,6,2366.68,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2019/5/27 11:30,323.0,454.53,0,0,21-30,0,中国,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,1113.66,0.0,2227.32,2227.32,1113.66,40,0,0.0,0
PVG,LAX,Y,2018/6/22 13:00,263.0,313.31,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,23902,4,0,0,0,23902,23902,0,0,4,4,0,0,0,0,0,0,4,1685.26,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2018/4/5 21:00,475.0,270.56,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,629.05,0.0,629.05,629.05,629.05,10,0,0.0,0
PVG,LAX,Y,2018/12/16 13:20,1023.0,279.93,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,29302,4,0,1,0,29302,29302,0,0,4,4,0,0,0,4,0,0,3,7122.43,1780.6075,0.0,7122.43,7122.43,1780.6075,50,0,0.0,0
PVG,JFK,Y,2017/12/18 11:30,460.0,223.96,0,0,31-40,0,泰国,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,948.6775,0.0,3794.71,3794.71,948.6775,20,0,0.0,0
PVG,LAX,Y,2018/3/24 21:00,338.0,172.21,0,M,31-40,中国,美国,0,0,1,3,0,1,1,2,0,2,1,4,14448,4,0,1,3640,10808,14448,0,0,4,1,3,0,0,3,0,0,4,3160.92,790.23,1339.68,1821.24,3160.92,790.23,20,0,23.20298005,0
PVG,LAX,Y,2018/3/7 21:00,129.0,270.36,0,M,21-30,中国,美国,0,0,1,1,0,2,0,0,0,0,2,2,15688,2,0,0,0,15688,15688,0,0,2,2,0,0,0,1,0,0,2,133.09,66.545,0.0,133.09,133.09,66.545,10,0,0.0,0
PVG,LAX,Y,2018/12/31 21:00,220000.0,331200.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,327.03,0.0,1308.12,1308.12,327.03,20,0,0.0,0
PVG,LAX,Y,2017/12/2 21:00,240.0,315.16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,25362,4,0,0,0,21675,25362,0,0,4,2,0,0,0,0,0,0,2,1581.81,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,J,2017/5/17 21:00,2400.0,477.56,0,0,51-60,0,美国,0,0,0,0,4,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0.0,4134.36,0.0,16537.44,16537.44,4134.36,100,0,0.0,0
PVG,LAX,Y,2018/9/2 13:00,599.0,455.51,0,M,0,中国,0,0,0,0,0,0,0,1,1,0,0,3,0,30459,3,0,0,0,30459,30459,0,0,3,3,0,0,0,0,0,0,2,6783.83,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2017/10/1 21:00,466.0,454.06,0,0,21-30,0,中国,0,0,0,14,6,7,0,0,0,0,0,21,0,0,0,0,23270,0,0,4,3,0,0,18,0,6,14,0,0,0,0.0,2067.575714,15070.0,28349.09,43419.09,2067.575714,220,0,53.04055215,0
PVG,LAX,J,2018/5/14 21:00,2100.0,278.31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,13875,2,0,0,0,13875,13875,0,0,2,2,0,0,0,0,0,0,1,6833.29,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2019/2/6 11:30,1114.0,441.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2018/1/22 20:00,1430.0,335.56,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0.0,2361.895,0.0,9447.58,9447.58,2361.895,50,0,0.0,0
PVG,LAX,Y,2017/11/28 21:20,150.0,279.36,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,6038,2,0,0,0,6038,6038,0,0,2,2,0,0,0,0,0,0,2,217.37,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2018/9/9 21:00,190.0,301.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2019/1/1 13:20,1791.0,307.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2018/8/17 13:00,714000.0,352200.0,0,M,0,中国,0,0,0,0,0,0,0,0,0,0,0,0,0,11918,2,0,0,0,11918,11918,0,0,2,2,0,0,0,0,0,0,2,2779.56,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2018/7/30 11:30,1577.0,296.51,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,8,0,0,0,0,2340,0,0,0,0,0,0,4,0,0,4,0,0,0,0.0,1477.54375,536.13,11284.22,11820.35,1477.54375,100,0,0.0,0
PVG,LAX,Y,2018/4/29 13:00,550.0,239.66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1742.18,0.0,3484.36,3484.36,1742.18,20,0,0.0,0
PVG,LAX,Y,2017/12/23 21:00,370.0,320.36,0,F,0,中国,0,0,0,0,0,0,0,1,4,0,0,4,0,27085,5,0,0,0,25155,27085,0,0,5,4,0,0,0,0,0,0,0,3377.57,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2018/7/23 11:30,323.0,301.31,0,0,0,0,0,0,0,2,0,0,0,2,1,0,2,2,0,28779,4,0,0,0,26478,28779,0,0,4,2,0,0,0,0,0,0,4,2113.73,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2018/4/24 19:10,602.0,171.91,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,3602,0,0,0,0,0,0,2,0,0,1,0,0,0,0.0,1851.263333,2160.72,3393.07,5553.79,1851.263333,50,0,0.0,0
PVG,JFK,Y,2019/3/8 20:00,160.0,436.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2017/11/21 20:00,545.0,303.5,0,0,0,0,0,0,0,2,3,0,0,2,3,0,0,0,5,32619,5,0,0,1335,31284,32619,0,0,5,3,2,0,0,3,0,0,5,3877.72,775.544,99.1,3778.62,3877.72,775.544,40,0,16.72293504,0
PVG,LAX,Y,2019/5/7 13:00,290.0,287.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2018/10/10 13:00,1740.0,3281.0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,410.0,0.0,1230.0,1230.0,410.0,20,0,0.0,0
PVG,LAX,Y,2017/9/21 13:00,150.0,307.76,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,2702,0,0,0,0,0,0,2,0,0,2,0,0,0,0.0,251.805,101.6,905.62,1007.22,251.805,10,0,0.0,0
PVG,LAX,Y,2017/8/9 21:00,720.0,403.56,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,1219.895,0.0,4879.58,4879.58,1219.895,20,0,0.0,0
PVG,JFK,Y,2017/5/31 11:30,601.0,225.86,0,F,31-40,中国,中国台湾,0,0,0,1,0,0,0,1,0,0,0,1,12934,1,0,0,0,12934,12934,0,0,1,1,0,0,0,1,0,0,1,3220.0,3220.0,0.0,3220.0,3220.0,3220.0,20,0,18.31714802,0
PVG,LAX,Y,2017/6/5 21:00,220.0,279.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,J,2019/2/22 11:30,1440.0,262.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2018/1/5 21:00,1392.0,454.26,0,M,21-30,中国,中国,0,0,2,8,1,1,8,2,0,0,5,11,68069,11,0,2,3044,65025,68069,0,1,11,6,5,0,1,8,0,0,9,28808.54,3194.048182,3110.0,32024.53,35134.53,3194.048182,100,0,50.30846666,0
PVG,JFK,Y,2018/9/1 11:30,548.0,440.56,0,0,0,0,0,0,0,1,0,0,0,3,4,0,1,6,0,80247,7,0,0,0,78890,80247,0,0,7,6,0,0,0,0,0,0,4,12373.17,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2018/4/5 11:30,996.0,423.41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,32672,4,0,0,0,32672,32672,0,0,4,4,0,0,0,0,0,0,4,6353.83,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2017/5/8 19:10,480.0,218.56,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,3,15662,3,0,1,2728,12934,15662,0,0,3,1,2,0,0,2,0,0,1,3307.49,1102.496667,212.16,3095.33,3307.49,1102.496667,20,0,0.0,0
PVG,LAX,Y,2019/7/4 21:00,384.0,145.13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,12291,2,0,0,0,12291,12291,0,0,2,2,0,0,0,0,0,0,0,2675.33,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2018/7/30 11:30,340.0,299.56,0,0,41-50,0,美国,0,0,0,2,0,2,0,0,0,0,0,4,0,0,0,0,2594,0,0,0,0,0,0,2,0,0,2,0,0,0,0.0,561.57,192.58,2053.7,2246.28,561.57,20,0,0.0,0
PVG,JFK,Y,2018/7/30 19:10,340.0,299.16,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,2,0,29007,4,0,0,0,26478,29007,0,0,4,2,0,0,0,0,0,0,2,2260.76,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2017/6/5 11:30,805.0,431.16,0,0,51-60,0,中国,0,0,0,34,3,2,0,0,0,0,0,72,0,0,0,0,60449,0,0,0,4,0,0,49,0,3,34,0,0,0,0.0,1609.783611,56260.0,59644.42,115904.42,1609.783611,250,0,41.88221431,0
PVG,JFK,Y,2019/5/19 11:30,1197.0,442.83,0,0,51-60,0,中国,0,0,0,34,3,2,0,0,0,0,0,72,0,0,0,0,60449,0,0,0,4,0,0,49,0,3,34,0,0,0,0.0,1609.783611,56260.0,59644.42,115904.42,1609.783611,250,0,41.88221431,0
PVG,LAX,Y,2019/7/28 21:00,418.0,455.33,1,F,0,中国,0,0,0,0,0,0,0,1,0,0,0,5,0,66262,7,0,0,0,64966,66262,0,0,7,6,0,0,0,0,0,0,6,6960.85,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2018/6/9 21:00,290.0,455.61,0,F,0,中国,0,0,0,0,0,0,0,1,0,0,0,5,0,66262,7,0,0,0,64966,66262,0,0,7,6,0,0,0,0,0,0,6,6960.85,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2018/6/8 21:00,264.0,454.26,0,F,0,中国,0,0,0,0,0,0,0,1,0,0,0,5,0,66262,7,0,0,0,64966,66262,0,0,7,6,0,0,0,0,0,0,6,6960.85,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2019/1/18 21:00,817.0,454.53,0,0,31-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2018/12/17 21:00,285.0,454.33,0,0,31-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2018/11/26 13:20,613.0,454.43,0,0,31-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2018/5/14 13:00,741.0,455.61,0,0,31-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2017/9/29 21:00,431.0,454.26,0,0,31-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,J,2018/4/21 19:10,2500.0,283.31,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,8,8,64644,8,0,0,0,64644,64644,0,8,8,8,0,0,8,0,0,0,8,31296.51,3912.06375,0.0,31296.51,31296.51,3912.06375,100,0,0.0,0
PVG,LAX,Y,2018/12/22 21:00,290000.0,349200.0,0,0,21-30,0,韩国,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,J,2017/6/1 19:10,2000.0,347.66,0,F,0,中国,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,J,2018/6/18 11:30,2273.0,476.71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,17498,2,0,0,0,17498,17498,0,0,2,2,0,0,0,0,0,0,2,7199.96,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,J,2018/7/25 11:30,3190.0,278.61,0,F,0,中国,0,0,0,0,0,0,0,4,0,0,0,4,0,81088,10,0,0,0,81088,81088,0,0,10,10,0,0,0,0,0,0,10,38413.74,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,J,2020/1/15 11:30,5153.0,282.65,0,F,0,中国,0,0,0,0,0,0,0,4,0,0,0,4,0,81088,10,0,0,0,81088,81088,0,0,10,10,0,0,0,0,0,0,10,38413.74,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2017/9/18 11:30,519.0,571.7,0,F,0,中国,0,0,0,0,0,0,0,2,0,0,0,2,0,43334,4,0,0,0,43334,43334,0,0,4,4,0,0,0,0,0,0,4,32234.89,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2018/4/4 13:00,375.0,239.66,0,M,0,中国,0,0,0,0,0,0,0,0,1,0,0,2,0,15762,2,0,0,0,15762,15762,0,0,2,2,0,0,0,0,0,0,2,2364.18,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,J,2017/5/29 21:00,2714.0,503.56,0,0,31-40,0,中国,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0.0,603.07,0.0,1206.14,1206.14,603.07,10,0,0.0,0
PVG,JFK,Y,2017/8/22 19:10,857.0,433.76,0,F,0,中国,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,J,2018/3/3 21:00,2945.0,545.31,0,F,0,中国,0,0,0,0,0,0,0,4,0,0,0,2,0,27749,5,0,0,0,27749,27749,0,0,5,5,0,0,0,0,0,0,4,21743.35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2018/8/9 11:30,255.0,270.56,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,27494,4,0,0,0,26478,27494,0,0,4,2,0,0,0,0,0,0,4,1684.71,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,J,2017/12/1 11:30,2850.0,544.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25934,2,0,0,0,25934,25934,0,0,2,2,0,0,0,0,0,0,0,18884.98,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2017/7/5 21:00,574.0,418.06,0,0,21-30,0,美国,0,0,0,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,989.5175,0.0,3958.07,3958.07,989.5175,20,0,0.0,0
PVG,LAX,Y,2017/8/15 21:00,415.0,298.46,0,0,60+,0,美国,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,714.6566667,0.0,2143.97,2143.97,714.6566667,40,0,0.0,0
PVG,JFK,J,2018/6/9 19:10,3202.0,545.61,0,0,0,0,0,0,0,1,0,0,0,3,2,0,4,3,0,43459,7,0,0,0,37916,43459,0,0,7,3,0,0,0,0,0,0,3,23707.8,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2018/2/25 13:20,280.0,273.96,0,0,21-30,0,美国,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,335.125,0.0,670.25,670.25,335.125,10,0,0.0,0
PVG,JFK,J,2018/8/30 20:30,4945.0,540.81,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,40573,4,0,0,0,40573,40573,0,0,4,4,0,0,0,0,0,0,2,33786.58,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,J,2019/5/9 13:00,2100.0,264.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2019/3/2 21:00,170.0,281.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2018/1/28 21:20,149.0,280.16,0,M,0,中国,0,0,0,1,0,0,0,1,0,0,0,1,0,3019,1,0,0,0,3019,3019,0,0,1,1,0,0,0,0,0,0,1,107.87,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2018/3/25 13:00,280.0,270.36,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,5,0,41984,5,0,0,0,41984,41984,0,0,5,5,0,0,0,0,0,0,0,2693.89,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2018/4/5 21:00,150.0,280.46,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,248.625,0.0,994.5,994.5,248.625,10,0,0.0,0
PVG,JFK,Y,2019/6/22 19:10,22500.0,8751.0,0,F,0,中国,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,J,2018/10/14 11:30,2830.0,248.61,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,17768,2,0,0,0,17768,17768,0,0,2,2,0,0,0,0,0,0,0,17762.21,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2017/8/29 11:30,960.0,433.56,0,0,21-30,0,美国,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,2206.593333,0.0,6619.78,6619.78,2206.593333,50,0,0.0,0
PVG,JFK,Y,2019/1/4 20:00,1038.0,226.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2019/5/27 11:30,513.0,454.41,0,0,0,0,0,0,0,2,0,0,0,5,1,0,2,4,0,55602,6,0,0,0,52956,55602,0,0,6,4,0,0,0,0,0,0,4,10999.08,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2018/9/20 19:10,695.0,439.41,0,M,0,中国,0,0,0,1,0,0,0,2,0,0,1,1,0,3344,2,0,0,0,2130,3344,0,0,2,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,J,2019/3/31 21:00,2015.0,165.03,0,0,21-30,0,美国,0,0,0,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,1334.743333,0.0,4004.23,4004.23,1334.743333,30,0,0.0,0
PVG,LAX,Y,2018/8/31 13:00,310.0,425.81,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,30484,5,0,0,0,30484,30484,0,0,5,5,0,0,0,0,0,0,5,2235.31,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,J,2018/12/1 13:20,3432.0,584.43,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0.0,11955.37,0.0,23910.74,23910.74,11955.37,100,0,0.0,0
PVG,JFK,Y,2018/10/31 19:30,295.0,278.01,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,10,0,81572,10,0,0,0,81572,81572,0,0,10,10,0,0,0,0,0,0,2,3870.12,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2017/6/10 19:10,660.0,311.96,1,0,21-30,0,美国,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,1137.775,0.0,4551.1,4551.1,1137.775,20,0,0.0,0
PVG,JFK,Y,2018/1/2 11:30,2039.0,454.06,1,0,21-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
