seg_route_to,seg_flight,seg_cabin,pax_fcny,emd_lable,gender,cabin_c_cnt_y1,cabin_c_cnt_y2,cabin_c_cnt_y3,pref_aircraft_y1_3,pref_aircraft_y1_4,pref_aircraft_y1_5,pref_aircraft_y2_1,pref_aircraft_y2_2,pref_aircraft_y2_3,pref_aircraft_y2_4,pref_aircraft_y2_5,pref_aircraft_y3_1,pref_aircraft_y3_2,pref_aircraft_y3_3,pref_aircraft_y3_4,pref_aircraft_y3_5,seat_middle_cnt_m3,pref_city_y2_1,dist_cnt_y3,avg_dist_cnt_y2,avg_dist_cnt_y3,select_seat_cnt_y1,select_seat_cnt_y2,select_seat_cnt_y3,dist_i_cnt_y2,dist_i_cnt_y3,dist_all_cnt_y3,cabin_hi_cnt_y1,cabin_hi_cnt_y2,cabin_hi_cnt_y3,flt_delay_time_m3,flt_delay_time_m6,tkt_3y_amt,tkt_avg_amt_y3,tkt_avg_interval_y2,tkt_avg_interval_y3,pit_all_amt,pit_accu_air_amt,pit_now_cons_amt,pit_accu_amt_y3,pit_avg_amt_y2,pit_avg_amt_y3,pit_add_chnl_y2,pit_add_chnl_y3,emd_lable2
0,10,4,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056,2402,0,0,0,0,0,0,0,0,0,660,639,3,2700,0,0,4,0,4,0,0,0,0,0,0
1,9,4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
1,8,4,199,1,2,0,0,0,2,0,0,24,10,19,2,0,21,10,20,2,0,0,41,2651,0,0,0,0,0,1308,1841,2651,0,0,0,660,639,5214,3,0,0,948,698,948,972,844,995,2,2,0
1,15,4,100,0,0,0,0,0,0,0,0,18,20,19,19,20,15,19,20,19,19,0,41,70,0,0,0,0,0,44,35,70,0,0,0,660,639,1,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2080,2263,0,0,0,0,0,0,0,0,0,324,316,3,1953,0,0,4,0,4,0,0,0,0,0,0
0,10,4,529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
1,15,4,58,0,1,0,0,0,0,0,0,5,5,5,5,5,5,2,0,0,0,0,41,80,0,0,0,0,0,21,42,80,0,0,0,660,639,28,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,16
1,9,2,1860,1,1,0,0,0,0,0,0,24,27,25,25,26,21,27,26,26,25,0,41,561,0,0,0,0,0,344,384,561,0,0,0,660,639,4633,3,0,0,4,0,4,0,0,0,0,0,0
1,8,2,1291,0,2,0,0,0,0,0,0,24,11,0,0,0,21,11,0,0,0,0,41,168,0,0,0,0,0,103,87,168,0,0,0,660,639,4039,3,0,0,680,653,680,650,746,884,2,2,0
1,8,2,1296,0,2,0,0,0,0,0,0,24,11,0,0,0,21,11,0,0,0,0,41,168,0,0,0,0,0,103,87,168,0,0,0,660,639,4039,3,0,0,680,653,680,650,746,884,2,2,0
1,9,4,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480,1681,0,0,0,0,0,0,0,0,0,716,696,3,1708,0,0,4,0,4,0,0,0,0,0,0
0,6,2,1855,1,2,0,0,0,0,0,0,24,2,0,0,0,21,2,0,0,0,0,41,2062,0,0,0,0,0,488,1282,2062,0,0,0,660,639,5090,3,0,0,976,942,976,964,789,960,2,2,0
0,6,4,113,0,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968,1149,0,0,0,0,0,0,1,3,3,660,639,3,3118,0,0,4,0,4,0,0,0,0,0,0
0,10,4,577,0,0,0,0,0,0,0,0,24,11,0,0,0,21,11,0,0,0,0,41,562,0,0,0,0,0,345,385,562,0,0,0,660,639,3529,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,417,0,1,0,0,0,0,0,0,0,0,0,0,0,21,13,0,0,0,0,0,1034,0,0,0,0,0,0,527,1034,0,0,0,660,639,2308,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,122,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,1624,0,0,0,0,0,0,977,1624,0,0,0,660,639,3334,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,2314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091,2463,0,0,0,0,0,0,0,0,0,660,639,3,3689,0,0,4,0,4,0,0,0,0,0,0
0,10,4,982,1,2,0,0,0,0,0,0,24,27,25,25,26,21,27,26,26,25,0,41,1540,0,0,0,0,0,488,995,1540,0,0,0,660,639,1934,3,0,0,236,245,236,201,338,384,2,2,0
1,9,4,347,1,0,0,0,0,0,0,0,24,20,0,0,0,21,19,0,0,0,0,41,1181,1480,1681,0,0,0,613,724,1181,0,0,0,660,639,1664,1407,0,0,4,0,4,0,0,0,0,0,0
1,9,4,1232,0,0,0,0,0,24,23,23,24,11,0,0,0,21,11,0,0,0,0,53,389,0,0,0,0,0,179,177,389,0,0,0,660,639,3542,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,473,1,2,0,0,0,0,0,0,24,27,25,25,26,21,5,0,0,0,0,41,1594,0,0,0,0,0,488,1029,1594,0,0,0,660,639,3431,3,0,0,419,424,419,383,596,697,2,2,0
1,8,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,867,0,0,0,0,0,0,0,0,0,716,696,3,958,0,0,4,0,4,0,0,0,0,0,0
0,6,2,1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,6,2,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,6,2,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
1,15,4,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21,0,0,0,0,0,0,0,0,0,757,738,3,9,0,0,4,0,4,0,0,0,0,0,0
0,6,4,583,1,0,0,0,0,0,0,0,24,27,25,25,26,21,27,26,26,25,0,41,704,2021,2360,0,0,0,414,467,704,0,0,0,635,615,3392,3781,0,0,4,0,4,0,0,0,0,0,16
1,8,4,165,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0,0,0,0,0,1153,0,0,0,0,0,0,703,1153,0,0,0,660,639,784,3,0,0,4,0,4,0,0,0,0,0,0
0,10,2,1677,0,0,0,0,0,0,0,0,24,27,25,25,26,21,27,26,26,25,0,20,1468,0,0,0,0,0,782,938,1468,0,0,0,660,639,4426,3,0,0,4,0,4,0,0,0,0,0,0
1,9,4,2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
1,8,4,2604,1,1,0,0,0,0,0,0,24,4,19,9,0,21,4,20,9,0,0,41,1900,1027,1145,0,0,0,997,1265,1900,0,0,0,660,639,3805,2143,0,0,4,0,4,0,0,0,0,0,0
0,6,4,199,0,0,0,0,0,0,0,0,24,27,25,25,26,21,27,26,26,25,0,41,854,0,0,0,0,0,488,554,854,0,0,0,660,639,960,3,0,0,4,0,4,0,0,0,0,0,0
0,6,2,1517,1,0,0,0,0,0,0,0,24,11,5,0,0,21,11,5,0,0,0,46,406,0,0,0,0,0,17,199,406,0,0,0,660,639,4512,3,0,0,4,0,4,0,0,0,0,0,0
1,9,4,165,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,45,69,0,0,0,0,0,43,34,69,0,0,0,660,639,60,3,0,0,4,0,4,0,0,0,0,0,16
0,6,4,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2051,2318,0,0,0,0,0,0,0,0,0,660,639,3,2470,0,0,4,0,4,0,0,0,0,0,0
0,10,4,2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
1,9,4,142,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,16
1,8,4,124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,16
1,8,4,204,0,2,0,0,0,0,0,0,24,5,4,2,0,21,5,4,2,0,0,41,767,0,0,0,0,0,440,500,767,0,0,0,660,639,1522,3,0,0,4,0,4,0,0,0,0,0,0
1,9,4,99,1,1,0,0,0,0,0,0,24,2,0,0,0,21,5,2,0,0,0,41,784,0,0,0,0,0,105,384,784,0,0,0,660,639,462,3,0,0,504,771,504,483,322,561,2,2,0
0,6,4,201,1,1,0,0,0,0,0,0,24,27,25,25,26,21,27,26,26,25,0,41,854,0,0,0,0,0,488,554,854,0,0,0,660,639,934,3,257,366,236,245,236,201,338,384,2,2,0
0,6,4,150,0,1,0,0,0,0,0,0,24,27,25,25,26,21,27,26,26,25,0,41,854,0,0,0,0,0,488,554,854,0,0,0,660,639,934,3,257,366,236,245,236,201,338,384,2,2,0
0,6,4,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,1988,0,0,0,0,0,0,0,0,0,66,66,3,203,0,0,4,0,4,0,0,0,0,0,0
1,8,4,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892,2225,0,0,0,0,0,0,0,0,0,660,639,3,2773,0,0,4,0,4,0,0,0,0,0,0
0,6,4,651,0,0,0,0,0,0,0,0,24,5,0,0,0,21,5,0,0,0,0,41,1317,0,0,0,0,0,694,819,1317,0,0,0,660,639,1229,3,0,0,4,0,4,0,0,0,0,0,0
1,9,2,2111,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930,2240,0,0,0,0,0,0,2,8,8,660,639,3,4588,0,0,4,0,4,0,0,0,0,0,0
1,9,1,2184,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930,2240,0,0,0,0,0,0,2,8,8,660,639,3,4588,0,0,4,0,4,0,0,0,0,0,0
1,9,2,2223,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930,2240,0,0,0,0,0,0,2,8,8,660,639,3,4588,0,0,4,0,4,0,0,0,0,0,0
1,9,2,1451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,297,0,0,0,0,0,2,0,0,24,10,2,0,0,21,10,2,0,0,0,55,708,0,0,0,0,0,392,438,708,0,0,0,660,639,2062,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,299,1,0,0,0,0,0,0,0,24,10,5,0,0,21,10,5,0,0,0,41,1139,0,0,0,0,0,488,554,1139,0,0,0,660,639,1463,3,0,0,4,0,4,0,0,0,0,0,0
0,6,2,1915,1,2,0,0,0,0,0,0,0,0,0,0,0,21,27,26,26,25,0,0,821,0,0,0,0,0,0,527,821,0,0,0,660,639,4698,3,0,0,4,0,4,0,0,0,0,0,0
1,8,2,1605,1,0,0,0,0,6,0,0,24,21,6,0,0,21,20,10,6,0,0,41,2347,0,0,0,0,0,883,1491,2347,0,0,0,660,639,5114,3,0,0,4,0,4,0,0,0,0,0,0
1,8,4,483,0,1,0,0,0,0,0,0,24,6,4,0,0,21,6,4,0,0,0,41,662,0,0,0,0,0,344,384,662,0,0,0,660,639,3833,3,0,0,174,183,174,140,580,675,2,2,0
1,8,4,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,2289,0,1,1,0,0,0,0,0,0,625,605,3,3124,0,0,4,0,4,0,0,0,0,0,0
1,8,4,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,2289,0,1,1,0,0,0,0,0,0,625,605,3,3124,0,0,4,0,4,0,0,0,0,0,0
0,6,4,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
1,9,2,1592,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,967,0,1,1,0,0,0,0,5,10,730,710,3,4093,0,0,4,0,4,0,0,0,0,0,0
0,10,4,918,1,1,0,0,0,0,0,0,24,6,0,0,0,21,6,0,0,0,1,20,2149,1897,2206,0,1,1,1097,1440,2149,0,0,0,660,639,4417,3530,263,375,587,719,587,727,723,853,2,2,0
0,10,4,551,0,1,0,0,0,0,0,0,24,6,0,0,0,21,6,0,0,0,1,20,2149,1897,2206,0,1,1,1097,1440,2149,0,0,0,660,639,4417,3530,263,375,587,719,587,727,723,853,2,2,0
0,6,4,229,0,0,0,0,0,0,0,0,24,27,25,25,26,21,27,26,26,25,0,41,821,0,0,0,0,0,461,527,821,0,0,0,660,639,1100,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091,2449,0,6,6,0,0,0,0,0,0,713,693,3,3544,0,0,4,0,4,0,0,0,0,0,16
0,10,4,525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091,2449,0,6,6,0,0,0,0,0,0,713,693,3,3544,0,0,4,0,4,0,0,0,0,0,16
1,9,4,494,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
1,8,4,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2283,0,0,0,0,0,0,0,0,0,733,713,3,2317,0,0,4,0,4,0,0,0,0,0,0
0,10,2,1921,0,2,0,0,0,0,0,0,0,0,0,0,0,21,27,26,26,25,0,0,821,0,0,0,0,0,0,527,821,0,0,0,660,639,4745,3,0,0,4,0,4,0,0,0,0,0,0
1,9,4,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,917,0,1,0,0,0,0,0,0,24,2,0,0,0,21,2,0,0,0,0,41,2630,0,0,0,0,0,1020,1804,2630,0,0,0,660,639,4940,3,0,0,219,230,219,185,641,753,2,2,0
1,8,4,119,0,0,0,0,0,24,23,23,24,27,25,25,26,21,27,26,26,25,1,41,1326,0,0,0,0,0,702,829,1326,0,0,0,660,639,850,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,1722,0,0,0,0,0,0,0,0,0,216,209,3,3254,0,0,4,0,4,0,0,0,0,0,0
1,8,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,734,0,0,0,0,0,0,0,0,0,733,713,3,280,0,0,4,0,4,0,0,0,0,0,0
1,15,4,175,0,1,0,0,0,0,0,0,0,0,0,0,0,7,27,0,0,0,0,0,365,0,0,0,0,0,0,223,365,0,0,0,660,639,402,3,0,0,242,253,242,208,0,189,0,2,0
1,8,4,711,0,2,0,0,0,9,0,0,24,14,21,20,20,21,14,22,20,19,0,41,2567,0,0,0,0,0,1263,1721,2567,0,0,0,660,639,4124,3,73,144,820,784,820,793,328,372,2,2,0
1,8,4,737,0,2,0,0,0,9,0,0,24,14,21,20,20,21,14,22,20,19,0,41,2567,0,0,0,0,0,1263,1721,2567,0,0,0,660,639,4124,3,73,144,820,784,820,793,328,372,2,2,0
0,6,4,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384,0,0,0,0,0,0,0,0,0,716,696,3,1816,0,0,4,0,4,0,0,0,0,0,0
1,8,4,203,0,0,0,0,0,0,0,0,24,20,0,0,0,21,19,0,0,0,0,41,346,1419,1606,0,0,0,206,213,346,0,0,0,660,639,362,763,0,0,4,0,4,0,0,0,0,0,0
1,8,4,958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,1033,0,0,0,0,0,0,0,0,0,660,639,3,2924,0,0,4,0,4,0,0,0,0,0,0
1,8,4,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614,1850,0,0,0,0,0,0,0,0,0,660,639,3,514,0,0,4,0,4,0,0,0,0,0,0
0,10,4,2417,0,0,0,0,0,0,0,0,24,27,25,25,26,21,27,26,26,25,0,41,854,0,0,0,0,0,488,554,854,0,0,0,660,639,3785,3,0,0,4,0,4,0,0,0,0,0,0
1,9,4,571,0,1,0,0,0,0,0,0,24,20,14,0,0,21,19,14,0,0,0,41,577,0,0,0,0,0,344,384,577,0,0,0,660,639,2466,3,0,0,400,405,400,360,224,250,2,2,0
0,10,4,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091,2463,0,0,0,0,0,0,0,0,0,660,639,3,3656,0,0,4,0,4,0,0,0,0,0,0
1,15,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,353,0,0,0,0,0,0,0,0,0,660,639,3,129,0,0,4,0,4,0,0,0,0,0,0
1,8,2,1537,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,665,0,0,0,0,0,0,0,0,3,660,639,3,3595,0,0,4,0,4,0,0,0,0,0,0
1,15,2,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,25,24,23,0,0,20,0,0,0,0,0,0,0,20,0,0,0,660,639,338,3,0,0,4,0,4,0,0,0,0,0,0
1,9,4,133,0,1,0,0,0,0,0,0,24,15,1,0,0,21,15,1,0,0,0,41,687,0,0,0,0,0,344,384,687,0,0,0,660,639,617,3,0,0,4,0,4,0,0,0,0,0,0
1,8,4,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,960,1,2,0,0,0,0,0,0,11,11,11,11,11,21,11,9,0,0,0,41,1415,837,1417,0,0,0,8,897,1415,0,0,0,660,639,2219,2389,0,0,548,544,548,521,0,637,0,2,0
1,8,4,108,0,0,0,0,0,0,0,0,24,6,0,0,0,21,6,0,0,0,0,41,826,0,0,0,0,0,465,532,826,0,0,0,660,639,512,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,996,0,0,0,0,0,0,0,0,24,27,25,25,26,21,27,26,26,25,0,41,2379,0,0,0,0,0,971,1622,2379,0,0,0,660,639,4635,3,0,0,4,0,4,0,0,0,0,0,0
1,8,4,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,739,0,0,0,0,0,0,0,0,0,660,639,3,475,0,0,4,0,4,0,0,0,0,0,0
1,8,4,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,577,0,1,1,0,0,0,0,0,0,660,639,3,1772,0,0,4,0,4,0,0,0,0,0,0
1,9,4,675,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,782,0,0,0,0,0,0,0,0,0,660,639,3,2915,0,0,4,0,4,0,0,0,0,0,0
1,9,2,1778,1,2,0,0,0,0,0,0,24,27,25,25,26,21,27,26,26,25,0,41,561,0,0,0,0,0,344,384,561,0,0,0,660,639,4607,3,0,0,823,787,823,795,825,977,2,2,0
1,9,4,486,0,1,0,0,0,0,0,0,24,22,2,0,0,21,21,2,0,0,0,41,1067,0,0,0,0,0,566,658,1067,0,0,0,660,639,2168,3,0,0,413,417,413,375,386,449,2,2,0
0,10,4,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,1202,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,1185,0,0,0,0,0,0,2,3,3,630,610,3,3328,0,0,4,0,4,0,0,0,0,0,0
0,10,4,673,0,2,0,0,0,0,0,0,24,9,0,0,0,21,9,0,0,0,0,41,299,0,0,0,0,0,187,187,299,0,0,0,660,639,2888,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,1200,0,2,0,0,0,0,0,0,24,9,0,0,0,21,9,0,0,0,0,41,299,0,0,0,0,0,187,187,299,0,0,0,660,639,2888,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,867,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,1207,0,0,0,0,0,0,0,1,1,660,639,3,2820,0,0,4,0,4,0,0,0,0,0,0
0,10,4,819,0,1,0,1,1,0,0,0,24,27,25,25,26,21,27,26,26,25,0,41,1933,2091,2463,0,4,4,1020,1298,1933,0,1,1,716,696,4075,3562,0,0,4,0,4,0,0,0,0,0,0
0,10,2,1427,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,505,0,0,0,0,0,0,0,1,1,660,639,3,4159,0,0,4,0,4,0,0,0,0,0,0
0,6,4,566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066,2425,0,0,0,0,0,0,0,0,0,716,696,3,2953,0,0,4,0,4,0,0,0,0,0,0
0,6,4,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,1870,0,0,0,0,0,0,0,0,0,760,741,3,2602,0,0,4,0,4,0,0,0,0,0,0
0,6,2,1970,0,1,0,0,0,25,24,24,25,28,26,26,27,22,9,7,0,0,0,48,428,0,0,0,0,0,91,265,428,0,0,0,660,639,2324,3,0,0,4,0,4,0,0,0,0,0,0
1,15,4,153,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,41,58,67,36,0,0,0,29,26,58,0,0,0,660,639,54,28,0,0,4,0,4,0,0,0,0,0,0
0,6,2,1562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,402,1,0,0,0,0,0,0,0,0,0,0,0,0,21,19,18,0,0,0,0,963,0,0,0,0,0,0,498,963,0,0,0,660,639,3037,3,0,0,4,0,4,0,0,0,0,0,0
1,8,4,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
1,8,4,1008,1,2,0,0,0,0,0,0,0,0,0,0,0,21,27,26,26,25,0,0,561,1955,2283,0,0,0,0,384,561,0,0,0,108,108,1426,3932,0,0,4,0,4,0,0,0,0,0,0
0,6,4,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091,2463,0,0,0,0,0,0,0,0,0,660,639,3,3623,0,0,4,0,4,0,0,0,0,0,0
0,6,4,488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091,2463,0,0,0,0,0,0,0,0,0,660,639,3,3623,0,0,4,0,4,0,0,0,0,0,16
1,8,4,349,0,0,0,0,0,0,0,0,24,11,0,0,0,21,11,0,0,0,0,41,1283,1614,1850,0,0,0,675,792,1283,0,0,0,660,639,1631,1381,0,0,4,0,4,0,0,0,0,0,0
0,6,4,660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2398,0,0,1,0,0,0,0,0,0,194,187,3,3454,0,0,4,0,4,0,0,0,0,0,0
0,6,4,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2398,0,0,1,0,0,0,0,0,0,194,187,3,3454,0,0,4,0,4,0,0,0,0,0,0
0,6,4,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,6,2,1691,1,2,0,0,0,0,0,0,24,11,10,0,0,21,11,10,0,0,0,41,1526,0,0,0,0,0,819,980,1526,0,0,0,660,639,4453,3,0,0,4,0,4,0,0,0,0,0,0
0,10,2,1691,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,1432,0,0,0,0,0,0,0,8,11,660,639,3,4057,0,0,4,0,4,0,0,0,0,0,0
1,8,4,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
1,8,4,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
1,15,4,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,176,0,0,0,0,0,0,0,0,0,660,639,3,116,0,0,4,0,4,0,0,0,0,0,0
0,10,4,497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2051,2398,0,0,0,0,0,0,0,0,0,660,639,3,3064,0,0,4,0,4,0,0,0,0,0,0
0,6,4,147,0,0,0,0,0,0,0,0,24,1,0,0,0,21,1,0,0,0,0,41,1121,0,0,0,0,0,588,687,1121,0,0,0,660,639,670,3,0,0,4,0,4,0,0,0,0,0,0
